Executable,Matrix Size,mean_real_time,std_real_time,mean_user_time,std_user_time,mean_system_time,std_system_time
standard_matrix_heap_flattened_version_O2,100,0.0,0.0,0.0,0.0,0.0,0.0
standard_matrix_heap_flattened_version_O2,250,0.011,0.0031622776601683794,0.01,0.0,0.0,0.0
standard_matrix_heap_flattened_version_O2,500,0.15,0.0,0.14,0.0,0.0,0.0
standard_matrix_heap_flattened_version_O2,600,0.26,0.0,0.26,0.0,0.0,0.0
standard_matrix_heap_flattened_version_O2,700,0.41600000000000004,0.005163977794943222,0.41,0.0,0.0,0.0
standard_matrix_heap_flattened_version_O2,800,0.633,0.0048304589153965,0.63,0.0,0.0,0.0
standard_matrix_heap_flattened_version_O2,900,0.89,0.0,0.885,0.005270462766947284,0.0,0.0
standard_matrix_heap_flattened_version_O2,1000,1.234,0.005163977794943214,1.228,0.004216370213557817,0.0,0.0
standard_matrix_heap_flattened_version_O2,1500,4.385,0.02273030282830989,4.3629999999999995,0.02110818693198316,0.007000000000000001,0.00483045891539648
