Steps,mean,std
16,1.5643e-05,6.099305083368104e-06
128,8.523600000000001e-06,5.141344503143123e-06
1024,1.57952e-05,5.257844158968579e-06
1048576,0.0037326894,0.0015148087019775137
4294967295,6.2564982564,0.13765907428367552
