Threads,mean,std,Coefficient,Speedup
1,5.6989886298000005,0.1156550789880504,2.0293965561413865,1.0
2,2.8864521214,0.024044248328858653,0.8330035392098103,1.9743922262032365
4,1.5265520554,0.017699969876756965,1.1594737181837582,3.733242249840411
8,1.6768145216,0.03675739581960964,2.1920967015800943,3.3986994723555237
16,1.6940432002,0.01645670699860204,0.9714455331870607,3.3641341785895267
